2019-12-12 13:31:43,247 +0700 [main] INFO  (HibernateUtilities.java:20) - Hibernate serviceRegistry created
2019-12-12 13:31:43,249 +0700 [main] INFO  (HibernateUtilities.java:20) - Hibernate serviceRegistry created
2019-12-12 13:31:43,291 +0700 [main] INFO  (JavaReflectionManager.java:49) - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2019-12-12 13:31:43,293 +0700 [main] INFO  (JavaReflectionManager.java:49) - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2019-12-12 13:31:44,448 +0700 [main] WARN  (DriverManagerConnectionProviderImpl.java:72) - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
2019-12-12 13:31:44,457 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:115) - HHH10001005: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://scorpio.sofco:6543/dbtraining]
2019-12-12 13:31:44,457 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:124) - HHH10001001: Connection properties: {password=****, user=sofco}
2019-12-12 13:31:44,458 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:129) - HHH10001003: Autocommit mode: false
2019-12-12 13:31:44,461 +0700 [main] WARN  (DriverManagerConnectionProviderImpl.java:72) - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
2019-12-12 13:31:44,463 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:249) - HHH000115: Hibernate connection pool size: 20 (min=1)
2019-12-12 13:31:44,469 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:115) - HHH10001005: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://scorpio.sofco:6543/dbtraining]
2019-12-12 13:31:44,470 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:124) - HHH10001001: Connection properties: {password=****, user=sofco}
2019-12-12 13:31:44,471 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:129) - HHH10001003: Autocommit mode: false
2019-12-12 13:31:44,477 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:249) - HHH000115: Hibernate connection pool size: 20 (min=1)
2019-12-12 13:31:44,937 +0700 [main] INFO  (Dialect.java:172) - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQL9Dialect
2019-12-12 13:31:44,938 +0700 [main] INFO  (Dialect.java:172) - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQL9Dialect
2019-12-12 13:31:53,052 +0700 [main] INFO  (Version.java:46) - HHH000412: Hibernate Core {5.4.9.Final}
2019-12-12 13:31:54,062 +0700 [main] INFO  (HibernateUtilities.java:17) - Hibernate Configuration loaded
2019-12-12 13:31:54,074 +0700 [main] INFO  (HibernateUtilities.java:20) - Hibernate serviceRegistry created
2019-12-12 13:31:54,116 +0700 [main] INFO  (JavaReflectionManager.java:49) - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2019-12-12 13:31:55,129 +0700 [main] WARN  (DriverManagerConnectionProviderImpl.java:72) - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
2019-12-12 13:31:55,134 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:115) - HHH10001005: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://scorpio.sofco:6543/dbtraining]
2019-12-12 13:31:55,135 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:124) - HHH10001001: Connection properties: {password=****, user=sofco}
2019-12-12 13:31:55,135 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:129) - HHH10001003: Autocommit mode: false
2019-12-12 13:31:55,139 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:249) - HHH000115: Hibernate connection pool size: 20 (min=1)
2019-12-12 13:31:55,875 +0700 [main] INFO  (Dialect.java:172) - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQL9Dialect
2019-12-12 13:34:56,730 +0700 [main] INFO  (Version.java:46) - HHH000412: Hibernate Core {5.4.9.Final}
2019-12-12 13:34:58,854 +0700 [main] INFO  (HibernateUtilities.java:17) - Hibernate Configuration loaded
2019-12-12 13:34:58,866 +0700 [main] INFO  (HibernateUtilities.java:20) - Hibernate serviceRegistry created
2019-12-12 13:34:58,913 +0700 [main] INFO  (JavaReflectionManager.java:49) - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2019-12-12 13:34:59,930 +0700 [main] WARN  (DriverManagerConnectionProviderImpl.java:72) - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
2019-12-12 13:34:59,935 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:115) - HHH10001005: using driver [org.postgresql.Driver] at URL [jdbc:postgresql://scorpio.sofco:6543/dbtraining]
2019-12-12 13:34:59,936 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:124) - HHH10001001: Connection properties: {password=****, user=sofco}
2019-12-12 13:34:59,936 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:129) - HHH10001003: Autocommit mode: false
2019-12-12 13:34:59,940 +0700 [main] INFO  (DriverManagerConnectionProviderImpl.java:249) - HHH000115: Hibernate connection pool size: 20 (min=1)
2019-12-12 13:35:01,387 +0700 [main] INFO  (Dialect.java:172) - HHH000400: Using dialect: org.hibernate.dialect.PostgreSQL9Dialect
2019-12-12 13:38:30,323 +0700 [main] INFO  (Version.java:46) - HHH000412: Hibernate Core {5.4.9.Final}
2019-12-12 13:38:31,381 +0700 [main] INFO  (HibernateUtilities.java:17) - Hibernate Configuration loaded
2019-12-12 13:38:31,393 +0700 [main] INFO  (HibernateUtilities.java:20) - Hibernate serviceRegistry created
